Gemeindekennziffer;Gemeindename;Gemeindecode;Ortschaftkennziffer;Ortschaftsname;Postleitzahl
40720;Vorchdorf;40720;08794;Heitzing;4655
40720;Vorchdorf;40720;08795;Hötzelsdorf;4655
40720;Vorchdorf;40720;08797;Lederau;4655
40720;Vorchdorf;40720;08798;Moos;4655
40720;Vorchdorf;40720;08799;Mühltal;4655
40720;Vorchdorf;40720;08800;Oberhörbach;4655
40720;Vorchdorf;40720;08801;Pappelleiten;4655
40720;Vorchdorf;40720;08802;Peintal;4655
40720;Vorchdorf;40720;08803;Point;4655
40720;Vorchdorf;40720;08804;Radhaming;4655
40720;Vorchdorf;40720;08805;Schart;4655
40720;Vorchdorf;40720;08806;Seyrkam;4655
40720;Vorchdorf;40720;08807;Theuerwang;4655
40720;Vorchdorf;40720;08808;Unterhörbach;4655
40720;Vorchdorf;40720;08809;Ursprung;4655
40720;Vorchdorf;40720;08810;Vorchdorf;4655
40720;Vorchdorf;40720;08811;Weidach;4655
40801;Aistersheim;40801;08812;Aistersheim;4676
40801;Aistersheim;40801;08813;Augassen;4676
40801;Aistersheim;40801;08814;Edt;4676
40801;Aistersheim;40801;08815;Grub;4676
40801;Aistersheim;40801;08816;Haid;4676
40801;Aistersheim;40801;08817;Haidenheim;4676
40801;Aistersheim;40801;08818;Himmelreich;4676
40801;Aistersheim;40801;08819;Kottingaistersheim;4676
40801;Aistersheim;40801;08820;Pöttenheim;4676
40801;Aistersheim;40801;08821;Rakesing;4676
40801;Aistersheim;40801;08822;Thalheim;4676
40801;Aistersheim;40801;08823;Viertlbach;4676
40802;Bad Schallerbach;40802;08824;Bad Schallerbach;4701
40802;Bad Schallerbach;40802;08825;Gebersdorf;4701
40802;Bad Schallerbach;40802;08827;Schönau;4701
40803;Bruck-Waasen;40803;08828;Adenbruck;4722
40803;Bruck-Waasen;40803;08829;Aichet;4722
40803;Bruck-Waasen;40803;08830;Blindenau;4722
40803;Bruck-Waasen;40803;08831;Brandstätten;4722
40803;Bruck-Waasen;40803;08832;Breitau;4722
40803;Bruck-Waasen;40803;08833;Bruck an der Aschach;4722
40803;Bruck-Waasen;40803;08834;Buch;4722
40803;Bruck-Waasen;40803;08835;Dunkenedt;4722
40803;Bruck-Waasen;40803;08836;Eckartsroith;4722
40803;Bruck-Waasen;40803;08837;Erleinsdorf;4722
40803;Bruck-Waasen;40803;08838;Feichten;4722
40803;Bruck-Waasen;40803;08839;Freiling;4722
40803;Bruck-Waasen;40803;08840;Fuchshub;4722
40803;Bruck-Waasen;40803;08841;Gschwendthäuser;4722
40803;Bruck-Waasen;40803;08842;Höhenstein;4722
40803;Bruck-Waasen;40803;08843;Hötzmannsberg;4722
40803;Bruck-Waasen;40803;08844;Holzleithen;4722
40803;Bruck-Waasen;40803;08845;Hub;4722
40803;Bruck-Waasen;40803;08846;Itzling;4722
40803;Bruck-Waasen;40803;08847;Kastlingeredt;4722
40803;Bruck-Waasen;40803;08848;Mittereibach;4722
40803;Bruck-Waasen;40803;08849;Mühlbrenning;4722
40803;Bruck-Waasen;40803;08850;Niederaching;4722
40803;Bruck-Waasen;40803;08851;Niederensfelden;4722
40803;Bruck-Waasen;40803;08852;Niederweiding;4722
40803;Bruck-Waasen;40803;08853;Nußbaum;4722
40803;Bruck-Waasen;40803;08854;Oberaching;4722
40803;Bruck-Waasen;40803;08855;Oberndorf;4722
40803;Bruck-Waasen;40803;08856;Oberngrub;4722
40803;Bruck-Waasen;40803;08857;Oberweiding;4722
40803;Bruck-Waasen;40803;08858;Parz bei Gattern;4722
40803;Bruck-Waasen;40803;08859;Pfarrhofheuberg;4722
40803;Bruck-Waasen;40803;08860;Prambeckenhof;4722
40803;Bruck-Waasen;40803;08861;Ratzling;4722
40803;Bruck-Waasen;40803;08862;Schieferhub;4722
40803;Bruck-Waasen;40803;08863;Sölden an der Straß;4722
40803;Bruck-Waasen;40803;08864;Staureth;4722
40803;Bruck-Waasen;40803;08865;Stefansdorf;4722
40803;Bruck-Waasen;40803;08866;Untereibach;4722
40803;Bruck-Waasen;40803;08867;Unterheuberg;4722
40803;Bruck-Waasen;40803;08868;Usting;4722
40803;Bruck-Waasen;40803;08869;Waasen;4722
40803;Bruck-Waasen;40803;08870;Waasnerau;4722
40803;Bruck-Waasen;40803;08871;Winkl;4722
40804;Eschenau im Hausruckkreis;40804;08872;Altenberg;4724
40804;Eschenau im Hausruckkreis;40804;08873;Eschenau im Hausruckkreis;4724
40804;Eschenau im Hausruckkreis;40804;08874;Gferedt;4724
40804;Eschenau im Hausruckkreis;40804;08875;Hagenberg;4724
40804;Eschenau im Hausruckkreis;40804;08876;Hasledt;4724
40804;Eschenau im Hausruckkreis;40804;08877;Hausleithen;4084 4724
40804;Eschenau im Hausruckkreis;40804;08878;Hech;4724 4730
40804;Eschenau im Hausruckkreis;40804;08879;Hengstberg;4724
40804;Eschenau im Hausruckkreis;40804;08880;Höllberg;4724
40804;Eschenau im Hausruckkreis;40804;08881;Hofingerleithen;4724
40804;Eschenau im Hausruckkreis;40804;08882;Hofstetten;4724
40804;Eschenau im Hausruckkreis;40804;08883;Königshub;4724
40804;Eschenau im Hausruckkreis;40804;08884;Mitteraubach;4724
40804;Eschenau im Hausruckkreis;40804;08885;Neubach;4724
40804;Eschenau im Hausruckkreis;40804;08886;Oberaubach;4724
40804;Eschenau im Hausruckkreis;40804;08887;Rath;4724
40804;Eschenau im Hausruckkreis;40804;08888;Reith;4724
40804;Eschenau im Hausruckkreis;40804;08889;Salling;4724
40804;Eschenau im Hausruckkreis;40804;08890;Schachen;4724
40804;Eschenau im Hausruckkreis;40804;08891;Stilzing;4724
40804;Eschenau im Hausruckkreis;40804;08892;Stocket;4724
40804;Eschenau im Hausruckkreis;40804;08893;Unteraubach;4724
40804;Eschenau im Hausruckkreis;40804;08894;Veitsberg;4724
40804;Eschenau im Hausruckkreis;40804;08895;Vilzbach;4724
40804;Eschenau im Hausruckkreis;40804;08896;Waldbach;4085 4724
40804;Eschenau im Hausruckkreis;40804;08897;Willing;4724
40804;Eschenau im Hausruckkreis;40804;08898;Winklpoint;4724
40805;Gallspach;40805;08899;Enzendorf;4713
40805;Gallspach;40805;08900;Gallspach;4713
40805;Gallspach;40805;08901;Gferedt;4713
40805;Gallspach;40805;08902;Niederndorf;4713
40805;Gallspach;40805;08903;Schützendorf;4713
40805;Gallspach;40805;08904;Thall;4713
40805;Gallspach;40805;08905;Thongraben;4713
40805;Gallspach;40805;08906;Vornwald;4713
40805;Gallspach;40805;08907;Wies;4713
40806;Gaspoltshofen;40806;08908;Aferhagen;4902
40806;Gaspoltshofen;40806;08909;Altenhof am Hausruck;4674
40806;Gaspoltshofen;40806;08910;Aspoltsberg;4673
40806;Gaspoltshofen;40806;08911;Bachhäuseln;4673
40806;Gaspoltshofen;40806;08912;Baumgarting;4673
40806;Gaspoltshofen;40806;08913;Bernhartsdorf;4673
40806;Gaspoltshofen;40806;08914;Buchleiten;4674 4682
40806;Gaspoltshofen;40806;08915;Bugram;4673
40806;Gaspoltshofen;40806;08916;Edt am Stömerberg;4673
40806;Gaspoltshofen;40806;08917;Eggerding;4673
40806;Gaspoltshofen;40806;08918;Fading;4673
40806;Gaspoltshofen;40806;08920;Felling;4673
40806;Gaspoltshofen;40806;08921;Föching;4673
40806;Gaspoltshofen;40806;08922;Gaspoltshofen;4673
40806;Gaspoltshofen;40806;08923;Gramberg;4673
40806;Gaspoltshofen;40806;08924;Gröming;4674
40806;Gaspoltshofen;40806;08925;Grub;4673
40806;Gaspoltshofen;40806;08926;Hairedt;4673
40806;Gaspoltshofen;40806;08927;Hinterleiten;4673
40806;Gaspoltshofen;40806;08928;Höft;4673
40806;Gaspoltshofen;40806;08929;Hörbach;4673
40806;Gaspoltshofen;40806;08930;Hörmeting;4673
40806;Gaspoltshofen;40806;08931;Hofing;4673
40806;Gaspoltshofen;40806;08932;Holzing;4674
40806;Gaspoltshofen;40806;08933;Hub;4673
40806;Gaspoltshofen;40806;08937;Kroißbach;4692
40806;Gaspoltshofen;40806;08938;Kronleiten;4673
40806;Gaspoltshofen;40806;08939;Leithen;4673
40806;Gaspoltshofen;40806;08940;Lenglach;4674
40806;Gaspoltshofen;40806;08941;Mairhof;4673
40806;Gaspoltshofen;40806;08942;Mösenedt;4674
40806;Gaspoltshofen;40806;08943;Moos;4673 4714
40806;Gaspoltshofen;40806;08944;Mühlbach;4674
40806;Gaspoltshofen;40806;08945;Mühlberg;4676
40806;Gaspoltshofen;40806;08946;Niederbauern;4673
40806;Gaspoltshofen;40806;08947;Obeltsham;4673
40806;Gaspoltshofen;40806;08948;Oberaffnang;4674
40806;Gaspoltshofen;40806;08949;Oberbergham;4673
40806;Gaspoltshofen;40806;08950;Oberepfenhofen;4674
40806;Gaspoltshofen;40806;08951;Obergmain;4674
40806;Gaspoltshofen;40806;08952;Obergrünbach;4673
40806;Gaspoltshofen;40806;08953;Oberhöftberg;4673
40806;Gaspoltshofen;40806;08955;Ohrenschall;4673
40806;Gaspoltshofen;40806;08956;Salfing;4692
40806;Gaspoltshofen;40806;08957;Seiring;4673
40806;Gaspoltshofen;40806;08958;Sölliberg;4673
40806;Gaspoltshofen;40806;08959;Unteraffnang;4673
40806;Gaspoltshofen;40806;08960;Unterbergham;4673
40806;Gaspoltshofen;40806;08961;Unterepfenhofen;4674
40806;Gaspoltshofen;40806;08962;Untergmain;4674
40806;Gaspoltshofen;40806;08963;Untergrünbach;4673
40806;Gaspoltshofen;40806;08964;Unterhöftberg;4673
40806;Gaspoltshofen;40806;08966;Watzing;4673
40806;Gaspoltshofen;40806;08967;Weinberg;4674
40807;Geboltskirchen;40807;08968;Aigen;4682
40807;Geboltskirchen;40807;08969;Arming;4682
40807;Geboltskirchen;40807;08971;Bergham;4682
40807;Geboltskirchen;40807;08972;Brunau;4682
40807;Geboltskirchen;40807;08973;Buchet;4682
40807;Geboltskirchen;40807;08974;Erlet;4682
40807;Geboltskirchen;40807;08975;Geboltskirchen;4682
40807;Geboltskirchen;40807;08976;Gschwendt;4682
40807;Geboltskirchen;40807;08977;Holzhäuseln;4682
40807;Geboltskirchen;40807;08978;Langau;4682
40807;Geboltskirchen;40807;08979;Leithen;4682
40807;Geboltskirchen;40807;08980;Lucka;4682
40807;Geboltskirchen;40807;08981;Marschalling;4682
40807;Geboltskirchen;40807;08982;Niederentern;4682
40807;Geboltskirchen;40807;08983;Oberentern;4682
40807;Geboltskirchen;40807;08984;Odelboding;4682
40807;Geboltskirchen;40807;08985;Piesing;4682
40807;Geboltskirchen;40807;08986;Polzing;4682
40807;Geboltskirchen;40807;08987;Reitting;4682
40807;Geboltskirchen;40807;08988;Roßwald;4682
40807;Geboltskirchen;40807;08989;Scheiben;4682
40807;Geboltskirchen;40807;08990;Stein;4682
40807;Geboltskirchen;40807;08991;Thalham;4682
40807;Geboltskirchen;40807;08992;Trattnach;4682
40807;Geboltskirchen;40807;08993;Traunhof;4682
40807;Geboltskirchen;40807;08994;Wiesing;4682
40807;Geboltskirchen;40807;08995;Wilding;4682
40807;Geboltskirchen;40807;08996;Zeißerding;4682
40808;Grieskirchen;40808;06774;Tolleterau;4710
40808;Grieskirchen;40808;08997;Grieskirchen;4710
40808;Grieskirchen;40808;08998;Hiering;4710
40808;Grieskirchen;40808;08999;Kickendorf;4710
40808;Grieskirchen;40808;09000;Moosham;4710
40808;Grieskirchen;40808;09001;Niederndorf;4713
40808;Grieskirchen;40808;09002;Parz;4710
40808;Grieskirchen;40808;09003;Paschallern;4710
40808;Grieskirchen;40808;09004;Steindlberg;4710
40808;Grieskirchen;40808;09005;Unternberg;4710
40808;Grieskirchen;40808;09006;Untersteinbach;4710
40808;Grieskirchen;40808;17282;Vornwald;4713
40809;Haag am Hausruck;40809;09007;Aubach;4680
40809;Haag am Hausruck;40809;09008;Bachleiten;4680
40809;Haag am Hausruck;40809;09009;Brunnberg;4680
40809;Haag am Hausruck;40809;09010;Buchegg;4680
40809;Haag am Hausruck;40809;09011;Ditting;4680
40809;Haag am Hausruck;40809;09012;Dorf;4680
40809;Haag am Hausruck;40809;09013;Eidenedt;4680
40809;Haag am Hausruck;40809;09014;Geierau;4680
40809;Haag am Hausruck;40809;09015;Gotthaming;4680
40809;Haag am Hausruck;40809;09016;Haag am Hausruck;4680
40809;Haag am Hausruck;40809;09017;Hatscheksiedlung;4680
40809;Haag am Hausruck;40809;09018;Hinteregg;4680
40809;Haag am Hausruck;40809;09019;Hundassing;4680
40809;Haag am Hausruck;40809;09020;Kreuzerfeld;4680
40809;Haag am Hausruck;40809;09021;Letten;4680
40809;Haag am Hausruck;40809;09022;Lugendorf;4680
40809;Haag am Hausruck;40809;09023;Luisenhöhe;4680
40809;Haag am Hausruck;40809;09024;Manichgattern;4680
40809;Haag am Hausruck;40809;09025;Niedernhaag;4680
40809;Haag am Hausruck;40809;09026;Obermeggenbach;4680
40809;Haag am Hausruck;40809;09027;Oberntor;4680
40809;Haag am Hausruck;40809;09028;Pramwald;4680
40809;Haag am Hausruck;40809;09029;Rampersdorf;4680
40809;Haag am Hausruck;40809;09030;Reischau;4680
40809;Haag am Hausruck;40809;09031;Starhemberg;4680
40809;Haag am Hausruck;40809;09032;Steinpoint;4680
40809;Haag am Hausruck;40809;17279;Hochfeld;4680
40810;Heiligenberg;40810;09033;Andling;4733
40810;Heiligenberg;40810;09034;Au;4733
40810;Heiligenberg;40810;09035;Bach;4733
40810;Heiligenberg;40810;09036;Bruck;4733
40810;Heiligenberg;40810;09037;Eitzenberg;4733
40810;Heiligenberg;40810;09038;Freindorf;4733
40810;Heiligenberg;40810;09039;Grub;4733
40810;Heiligenberg;40810;09040;Haid;4733
40810;Heiligenberg;40810;09041;Heiligenberg;4733
40810;Heiligenberg;40810;09042;Irrenedt;4733
40810;Heiligenberg;40810;09043;Laab;4733
40810;Heiligenberg;40810;09044;Maiden;4733
40810;Heiligenberg;40810;09045;Moos;4733
40810;Heiligenberg;40810;09046;Oberleiten;4733
40810;Heiligenberg;40810;09047;Schörgendorf;4733
40810;Heiligenberg;40810;09048;Süssenbach;4733
40810;Heiligenberg;40810;09049;Wassergraben;4733
40811;Hofkirchen an der Trattnach;40811;01036;Sommerfeld;4716
40811;Hofkirchen an der Trattnach;40811;09050;Aigen;4716
40811;Hofkirchen an der Trattnach;40811;09051;Brunham;4716
40811;Hofkirchen an der Trattnach;40811;09052;Gassen;4716
40811;Hofkirchen an der Trattnach;40811;09053;Hof;4716
40811;Hofkirchen an der Trattnach;40811;09054;Hofkirchen an der Trattnach;4716
40811;Hofkirchen an der Trattnach;40811;09055;Jungroith;4716
40811;Hofkirchen an der Trattnach;40811;09056;Panbruck;4716
40811;Hofkirchen an der Trattnach;40811;09057;Pichl;4716
40811;Hofkirchen an der Trattnach;40811;09058;Regnersdorf;4716
40811;Hofkirchen an der Trattnach;40811;09059;Ruhringsdorf;4716
40811;Hofkirchen an der Trattnach;40811;09060;Schallbach;4716
40811;Hofkirchen an der Trattnach;40811;09061;Sinzing;4716
40811;Hofkirchen an der Trattnach;40811;09062;Still;4741
40811;Hofkirchen an der Trattnach;40811;09063;Strötting;4716
40811;Hofkirchen an der Trattnach;40811;09064;Weng;4716
40812;Kallham;40812;09065;Aigen;4720
40812;Kallham;40812;09066;Aschau;4720
40812;Kallham;40812;09067;Aspeth;4720
40812;Kallham;40812;09068;Au;4720
40812;Kallham;40812;09069;Auing;4720
40812;Kallham;40812;09070;Baumgarten;4720
40812;Kallham;40812;09071;Birnsteig;4720
40812;Kallham;40812;09072;Ebergassen;4720
40812;Kallham;40812;09073;Endt;4720
40812;Kallham;40812;09074;Erlach;4720
40812;Kallham;40812;09075;Flenkengrub;4720
40812;Kallham;40812;09076;Frauenhub;4720
40812;Kallham;40812;09077;Geßwagen;4720
40812;Kallham;40812;09078;Güttling;4720
40812;Kallham;40812;09079;Hading;4720
40812;Kallham;40812;09080;Häuseln am Holz;4720
40812;Kallham;40812;09081;Henning;4720
40812;Kallham;40812;09082;Hof;4720
40812;Kallham;40812;09083;Holzhäuseln;4720
40812;Kallham;40812;09084;Holzleithen;4720
40812;Kallham;40812;09085;Itzling;4720
40812;Kallham;40812;09086;Kainzing;4720
40812;Kallham;40812;09087;Kallham;4720
40812;Kallham;40812;09088;Kallhamerdorf;4720
40812;Kallham;40812;09089;Kimpling;4720
40812;Kallham;40812;09090;Kirchbach;4720
40812;Kallham;40812;09091;Lehen;4720
40812;Kallham;40812;09092;Mairhof;4720
40812;Kallham;40812;09093;Niederleithen;4720
40812;Kallham;40812;09094;Obereibach;4720
40812;Kallham;40812;09095;Obernfurth;4720
40812;Kallham;40812;09096;Oberrühringsdorf;4720
40812;Kallham;40812;09097;Obersameting;4720
40812;Kallham;40812;09098;Parzleithen;4720
40812;Kallham;40812;09099;Pauzenberg;4720
40812;Kallham;40812;09100;Pehring;4720
40812;Kallham;40812;09101;Penzing;4720
40812;Kallham;40812;09102;Poing;4720
40812;Kallham;40812;09103;Puchet;4720
40812;Kallham;40812;09104;Putzenbach;4721
40812;Kallham;40812;09105;Schildorf;4720
40812;Kallham;40812;09106;Sixberg;4720
40812;Kallham;40812;09107;Stockham;4720
40812;Kallham;40812;09108;Unternfurth;4720
40812;Kallham;40812;09109;Unterrühringsdorf;4720
40812;Kallham;40812;09110;Untersameting;4720
40812;Kallham;40812;09111;Wachling;4720
40812;Kallham;40812;09112;Weireth;4720
40812;Kallham;40812;09113;Wies;4720
40812;Kallham;40812;09114;Wiesing;4720
40812;Kallham;40812;09115;Würzberg;4720
40813;Kematen am Innbach;40813;09116;Breitwies;4633
40813;Kematen am Innbach;40813;09117;Bubendorf;4633
40813;Kematen am Innbach;40813;09118;Burghartsberg;4633
40813;Kematen am Innbach;40813;09119;Burgstall;4633
40813;Kematen am Innbach;40813;09120;Diesting;4713
40813;Kematen am Innbach;40813;09121;Gaubing;4633
40813;Kematen am Innbach;40813;09122;Grübl;4633
40813;Kematen am Innbach;40813;09123;Kematen am Innbach;4633
40813;Kematen am Innbach;40813;09124;Krottendorf;4632
40813;Kematen am Innbach;40813;09125;Moos;4633
40813;Kematen am Innbach;40813;09126;Oberdoppl;4633
40813;Kematen am Innbach;40813;09127;Oberholzing;4633
40813;Kematen am Innbach;40813;09128;See;4633
40813;Kematen am Innbach;40813;09129;Steinerkirchen am Innbach;4633
40813;Kematen am Innbach;40813;09130;Straß;4633
40813;Kematen am Innbach;40813;09131;Unterdoppl;4633
40813;Kematen am Innbach;40813;09132;Unterholzing;4633
40813;Kematen am Innbach;40813;09133;Wiesing;4633
40814;Meggenhofen;40814;09134;Breinroith;4714
40814;Meggenhofen;40814;09135;Breitwies;4714
40814;Meggenhofen;40814;09136;Bruckhof;4714
40814;Meggenhofen;40814;09137;Egg;4714
40814;Meggenhofen;40814;09138;Erlet;4714
40814;Meggenhofen;40814;09139;Etnischberg;4714
40814;Meggenhofen;40814;09140;Felling;4714
40814;Meggenhofen;40814;09141;Freinberg;4714
40814;Meggenhofen;40814;09142;Gferet;4714
40814;Meggenhofen;40814;09143;Hart;4714
40814;Meggenhofen;40814;09144;Hirm;4714
40814;Meggenhofen;40814;09145;Holzackern;4714
40814;Meggenhofen;40814;09146;Holzhäuseln bei Hart;4714
40814;Meggenhofen;40814;09147;Holzhäuseln bei Wilhelmsberg;4625 4714
40814;Meggenhofen;40814;09148;Inn;4714
40814;Meggenhofen;40814;09149;Kirchberg;4714
40814;Meggenhofen;40814;09150;Kröstlinghof;4714
40814;Meggenhofen;40814;09151;Langdorf;4714
40814;Meggenhofen;40814;09152;Meggenhofen;4714
40814;Meggenhofen;40814;09153;Moos;4714
40814;Meggenhofen;40814;09154;Niederbuch;4714
40814;Meggenhofen;40814;09155;Niederetnisch;4714
40814;Meggenhofen;40814;09156;Oberetnisch;4714
40814;Meggenhofen;40814;09157;Obergallspach;4714
40814;Meggenhofen;40814;09158;Oberndorf;4672 4714
40814;Meggenhofen;40814;09159;Pfarrhofsberg;4714
40814;Meggenhofen;40814;09160;Radhof;4714
40814;Meggenhofen;40814;09161;Rahof;4714
40814;Meggenhofen;40814;09162;Roitham;4714
40814;Meggenhofen;40814;09163;Schlatt;4714
40814;Meggenhofen;40814;09164;Straß;4714
40814;Meggenhofen;40814;09165;Trappenhof;4714
40814;Meggenhofen;40814;09166;Vornbuch;4714
40814;Meggenhofen;40814;09167;Wald;4714
40814;Meggenhofen;40814;09168;Wilhelmsberg;4714
40814;Meggenhofen;40814;09169;Wimm;4714
40814;Meggenhofen;40814;09170;Zwisl;4714
40815;Michaelnbach;40815;09171;Aichet bei Grub;4712
40815;Michaelnbach;40815;09172;Aichet bei Kiesenberg;4712
40815;Michaelnbach;40815;09173;Armau;4712
40815;Michaelnbach;40815;09174;Gaisedt;4712
40815;Michaelnbach;40815;09175;Grub;4712
40815;Michaelnbach;40815;09176;Haid;4712
40815;Michaelnbach;40815;09177;Haus;4712
40815;Michaelnbach;40815;09178;Hilpetsberg;4712
40815;Michaelnbach;40815;09179;Holzing;4712
40815;Michaelnbach;40815;09180;Kiesenberg;4712
40815;Michaelnbach;40815;09181;Krumbach;4712
40815;Michaelnbach;40815;09182;Mairdoppl;4712 4720
40815;Michaelnbach;40815;09183;Michaelnbach;4712
40815;Michaelnbach;40815;09184;Minithal;4712
40815;Michaelnbach;40815;09185;Niederwödling;4712
40815;Michaelnbach;40815;09186;Oberfurth;4712
40815;Michaelnbach;40815;09187;Oberreitbach;4712
40815;Michaelnbach;40815;09188;Oberspaching;4712
40815;Michaelnbach;40815;09189;Pollesbach;4712
40815;Michaelnbach;40815;09190;Reichenau;4712
40815;Michaelnbach;40815;09191;Schappenedt;4712
40815;Michaelnbach;40815;09192;Schickenedt;4712
40815;Michaelnbach;40815;09193;Schmidgraben;4712
40815;Michaelnbach;40815;09194;Schölmlahn;4712
40815;Michaelnbach;40815;09195;Seiblberg;4712
40815;Michaelnbach;40815;09196;Spöck;4712
40815;Michaelnbach;40815;09197;Stefansdorf;4712
40815;Michaelnbach;40815;09198;Stockedt;4712
40815;Michaelnbach;40815;09199;Unterfurth;4712
40815;Michaelnbach;40815;09200;Unterreitbach;4712
40815;Michaelnbach;40815;09201;Weiking;4712
40815;Michaelnbach;40815;09202;Zelli;4712
40816;Natternbach;40816;00392;Pfeneberg;4723
40816;Natternbach;40816;00436;Püret;4723
40816;Natternbach;40816;00759;Bernrad;4723
40816;Natternbach;40816;00760;Untereck;4723
40816;Natternbach;40816;09203;Au bei Ed;4723
40816;Natternbach;40816;09204;Au bei Natternbach;4723
40816;Natternbach;40816;09205;Baumühl;4723
40816;Natternbach;40816;09206;Berndorf;4723
40816;Natternbach;40816;09207;Dopl;4723
40816;Natternbach;40816;09208;Eck;4723
40816;Natternbach;40816;09209;Ed;4723
40816;Natternbach;40816;09210;Wolfgrub;4723
40816;Natternbach;40816;09211;Fronberg;4723
40816;Natternbach;40816;09212;Gaisbuchen;4723
40816;Natternbach;40816;09213;Gschaid;4723 4762
40816;Natternbach;40816;09214;Haibach;4723
40816;Natternbach;40816;09215;Hairet;4723
40816;Natternbach;40816;09216;Hochstraß;4723
40816;Natternbach;40816;09217;Hörmating;4723
40816;Natternbach;40816;09218;Hörzingerwald;4723
40816;Natternbach;40816;09219;Hungberg;4723
40816;Natternbach;40816;09220;Kapping;4723
